Inventory Type,Sectors Sector,Category Full,Category Label,Source Full,Source Label,Source Units,CY 2005 Consumed,CY 2005 tCO2e (100 yr GWP),CY 2005 Source MMBtu,CY 2005 tCO2e 20 yr GWP,CY 2006 Consumed,CY 2006 tCO2e (100 yr GWP),CY 2006 Source MMBtu,CY 2006 tCO2e 20 yr GWP,CY 2007 Consumed,CY 2007 tCO2e (100 yr GWP),CY 2007 Source MMBtu,CY 2007 tCO2e 20 yr GWP,CY 2008 Consumed,CY 2008 tCO2e (100 yr GWP),CY 2008 Source MMBtu,CY 2008 tCO2e 20 yr GWP,CY 2009 Consumed,CY 2009 tCO2e (100 yr GWP),CY 2009 Source MMBtu,CY 2009 tCO2e 20 yr GWP,CY 2010 Consumed,CY 2010 tCO2e,CY 2010 Source MMBtu,CY 2010 tCO2e 20 yr GWP,CY 2011 Consumed,CY 2011 tCO2e,CY 2011 Source MMBtu,CY 2011 tCO2e 20 yr GWP,CY 2012 Consumed,CY 2012 tCO2e,CY 2012 Source MMBtu,CY 2012 tCO2e 20 yr GWP,CY 2013 Consumed,CY 2013 tCO2e,CY 2013 Source MMBtu,CY 2013 tCO2e 20 yr GWP,CY 2014 Consumed,CY 2014 tCO2e,CY 2014 Source MMBtu,CY 2014 tCO2e 20 yr GWP,CY 2015 Consumed,CY 2015 tCO2e,CY 2015 Source MMBtu,CY 2015 tCO2e 20 yr GWP,CY 2016 Consumed,CY 2016 tCO2e,CY 2016 Source MMBtu,CY 2016 tCO2e 20 yr GWP,CY 2017 Consumed,CY 2017 tCO2e,CY 2017 Source MMBtu,CY 2017 tCO2e 20 yr GWP,CY 2018 Consumed,CY 2018 tCO2e,CY 2018 Source MMBtu,CY 2018 tCO2e 20 yr GWP,CY 2019 Consumed,CY 2019 tCO2e,CY 2019 Source MMBtu,CY 2019 tCO2e 20 yr GWP,CY 2020 Consumed,CY 2020 tCO2e,CY 2020 Source MMBtu,CY 2020 tCO2e 20 yr GWP,CY 2021 Consumed,CY 2021 tCO2e,CY 2021 Source MMBtu,CY 2021 tCO2e 20 yr GWP,CY 2022 Consumed,CY 2022 tCO2e,CY 2022 Source MMBtu,CY 2022 tCO2e 20 yr GWP,2005 - 2022 % change Consumed,2005 - 2022 % change tCO2e,2005 - 2022 % change Source MMBtu,2005 - 2022 % change tCO2e 20 yr GWP
GPC,Transportation,On-Road,On-Road,Heavy duty trucks,Heavy duty trucks,VMT,593693069.88,1354258.26,18831026.43,1354427.28,607070693.9,1384249.12,19245837.68,1384729.72,619189401.71,1411347.37,19620338.52,1412151.47,592278142.86,1349495.56,18758323.15,1350564.98,542172297.31,1234861.83,17162907.01,1236115.65,594050605,1353434.07,18795928.41,1355099.89,592279164.24,1348893.88,18730731.1,1350853.15,581762479.46,1324447.18,18389156.69,1326664.78,584020256.66,1329090,18451502.78,1331610.47,567752713.35,1291586.18,17928777.36,1294322.5,581576157.03,1322537.46,18356317.82,1325633.43,592372272.07,1345703.82,4335122.54,1348852.15,600383148.74,1362498.68,4350289.37,1365684.4,625462070.22,1417949.74,4350289.37,1421263.15,639803909.45,1448966.85,20153257.24,1452350.7,598045651.03,1352997.6,18828344.41,1356155.44,651334930.93,1462166.9,20300767.6,1465566.62,671693455.31,1516471.88,21125514.76,1520006.99,13.14,11.98,12.18,12.23
GPC,Transportation,On-Road,On-Road,SWCV,SWCV,VMT,38600985.12,65624.51,941745.16,65629.36,38741310.93,65807.56,944295.49,65823.48,38882146.86,65991.08,946851.91,66018.14,39023494.78,66175.07,949414.44,66213.35,39165356.54,66359.52,951983.09,66409.1,39307734,66544.43,954557.87,66605.4,39450421.07,66729.46,957133.74,66801.9,39593041.47,66913.97,959701.56,66997.96,39735661.87,67098.07,962262.96,67193.69,39875942.15,67277.6,964761.31,67384.93,40020902.66,67465.05,967366.46,67584.17,40121767.57,67558.17,19387732.41,67679.84,40247560.54,67681.57,19448010.46,67805.84,40392936.61,67838.03,19448010.46,67967.74,40517714.87,67962.6,978131.41,68095.88,40642878.58,68087.3,980841.05,68224.17,40768428.93,68212.11,983558.09,68352.59,40894367.12,68337.04,986282.55,68481.15,5.94,4.13,4.73,4.35
GPC,Transportation,On-Road,On-Road,School Bus,School Bus,VMT,51309025,47222.09,650953.34,47236.55,52807653.88,49178.01,677861.54,49203.16,54306282.75,51166.67,705217.85,51203.09,55804911.62,53188.05,733022.28,53236.33,57303540.5,55242.16,761274.83,55302.89,58802169.38,57329.01,789975.5,57402.75,60300798.25,59448.58,819124.28,59535.93,61799427.12,61600.89,848721.18,61702.43,63298056,63785.93,878766.2,63902.23,64796684.88,66003.31,909259.33,66134.97,66295313.75,68254.19,940200.58,68401.79,67791414.88,67714.77,3722384.97,67856.16,69294333.51,67090.43,3733924.36,67225.2,70790360.99,66367.04,3733924.36,66494.77,72286276.72,65551.6,929166.01,65671.84,73789459.54,64651.68,923996.89,64764.05,75285301.62,63652.27,636980.9,63756.32,77867821.73,63430.21,638269.39,63526.83,51.76,34.32,-1.95,34.49
CLCPA Addition,Transportation,On-Road,On-Road,Passenger cars,Passenger cars,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54,0,0,0,40.67,0,0,0,40.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCPA Addition,Transportation,On-Road,On-Road,Medium duty trucks,Medium duty trucks,VMT,0,0,0,0,414908.47,48.43,5213.2,83.29,852609.92,117.64,10428.71,228.81,1267721.23,201.84,15083.77,425.96,1608221.73,290.21,18599.32,649.14,1999338.42,403.26,22456.51,942.24,2361801.78,526.53,25740.78,1272.8,2750781.69,671.68,29063.68,1668.48,3251124.13,862.9,33266.89,2191.85,3784982.76,1085.01,37468.48,2807.78,4371839.52,1346.08,41821.31,3538.8,3852586.13,1186.2,32410499.74,3118.49,3346549.97,1030.4,32510972.29,2708.88,2846876.81,876.55,32510972.29,2304.41,2263182.2,696.83,21649.75,1831.94,1387484.97,427.2,13272.77,1123.1,958830.15,295.22,9172.23,776.13,406480.87,125.15,3888.42,329.03,100,100,100,100
CLCPA Addition,Transportation,On-Road,On-Road,SWCV,SWCV,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67680.26,664.04,2811890.78,1967.64,135780.13,1332.19,2820607.64,3947.49,267442.92,2623.98,2820607.64,7775.27,357695.99,3509.49,10393.83,10399.16,448506.06,4400.46,13032.56,13039.25,539875.71,5296.92,15687.56,15695.61,631807.55,6198.9,18358.89,18368.31,100,100,100,100
CLCPA Addition,Transportation,On-Road,On-Road,Heavy duty trucks,Heavy duty trucks,VMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611323.71,1445.47,619975.36,3637.58,3266465.53,2930.25,621897.29,7374.08,5104885.77,4579.44,621897.29,11524.33,6963347.35,6246.62,255169.77,15719.83,8136997.39,7299.46,298177.82,18369.36,10635667.54,9540.95,0,24010.13,12797583.02,11480.34,468963.57,28890.68,100,100,100,100
GPC,Transportation,On-Road,On-Road,Bus,Bus,VMT,346001786.69,687062.32,9548306.83,687199.38,329163691.23,652810.34,9076972.69,653025.99,363694399.93,716878.02,10367332.02,717217.81,312780357.5,614273.4,8980733.47,614649.97,308553358.96,604648.08,8838726.18,605100.88,304020042.01,594743.8,8673283.24,595269.45,289005149,563982.05,8239462.86,564558.22,290964409.11,566297.38,8294334.22,566954.71,292172248.4,567108.79,8327199.43,567846.49,299452300.74,579754.91,8397536.05,580590.36,290884068.87,561324.45,8143715.54,562214.01,284094199.2,547879.57,7961896.12,548749.15,275531210.36,532070.52,7704882.58,532912.27,279383540.18,538990.59,7825150.71,539845.31,250588369.91,484765.46,6986573.2,485529.04,195100450.03,377994.77,5425730.06,378587.95,195100450.03,455592.29,6555011.8,455670.45,252659024.5,486650.49,7086434.34,486747.89,-26.98,-29.17,-25.78,-29.17
CLCPA Addition,Transportation,On-Road,On-Road,Bus,Bus,VMT,13047626.28,3665.03,495719.7,5124.85,13074070.98,4066.37,495719.7,6385.4,80969493.46,27623.16,3063862.07,47288.05,84110404.5,31228.88,3176301.55,57165.16,81141570.96,32571.34,3058027.57,62906.26,75180463.67,32443.6,2827682.99,65473.67,72385076.42,33418.18,2717091.35,69960.75,74681644.99,36728.55,2797694.58,79321.56,76703217.18,40033.78,2867695.04,88803.18,79324451.15,43790.62,2698340.24,99421.77,80636674.46,46945.82,2707012.64,108778.3,81311299.7,47338.58,2729660.14,109688.36,73596634.22,42847.19,2470675.04,99281.34,78502190.52,45703.15,2635356.96,105898.9,60501064.67,35223.08,2031050.36,81615.51,42838336.5,24940.03,1438103.93,57788.61,42838336.5,25662.96,2209195.42,50898.28,87439267.21,33744.97,2904935.89,66927.64,570.15,820.73,486,1205.94
Total,Total,Total,Total,Total,Total,Total,857130216849.63,64741802.58,2044479019.64,99131965.51,829023375056.69,58209592.38,1987299325.91,95220772.12,893515664829.79,61509256.3,2100514892.85,98396983.07,901453485400.88,57733599.4,2079480962.13,94553446.06,895368748048.84,55356354.63,2061578373.29,90364378.9,948148516073.22,57545078.83,2151858853.74,93694509.26,978679860332.43,55699416.44,2168454311.74,93604161,898252680682.63,53289811.35,2048334673.2,88595406.41,999733331986.09,54178597.22,2162900481.72,89422746.97,1076074702138.56,54731815.46,2207191886.73,90164547.49,1062744533054.77,55628396.97,2223293332.79,89758878.09,1091427394203.72,55140678.43,2482083382.11,89508411.98,1101624174566.63,52995005.33,2491997841.07,85711509.39,1147467887814.17,56745503.54,2569801266.09,91135311.92,1159896775670.42,55611065.39,2318965480.86,89783247.36,1068048214599.7,47824656.57,2052175741.97,79012633.49,1070674517779.72,51990422.52,2101138484.83,84669229.57,1110353725892.66,53705089.2,2170098647.26,87149674.86,29.54,-17.05,6.14,-12.09
